% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=745296, Wed Aug 14 17:25:32 2024
1 11 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
2 22 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
3 33 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
4 44 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
5 55 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
6 66 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
7 77 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
8 88 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
9 99 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
10 110 -0.05439509419533328 -0.01333018064366058 0.013258301890679138 0.07277355803246131 0.9190864076178369 0.9631199923078855 0.984236109180859 0.9860903582596717 0.9886106107910003 0.9962590263851855 0.9987854941549439 1.0009075329775807 1.0188668790067916 1.0208375657482371 1.0495595261842843 1.0656169810812504
